rid,time,lon,lat,depth,mag,FI,APF,skew,band_skew,kurt,band_kurt,evt_type
61771633,1999-06-30T02:48:07.520000Z,-166.0125,54.16266666666667,4610.0,1.0,0.1296292112516691,8.884462151394422,0.18027452016389675,0.5321195416090406,2.381876246271306,3.086416648937645,VT
61771638,1999-06-30T05:00:13.290000Z,-165.966,54.144,2820.0,0.8,0.010745397982198328,4.940239043824701,0.32324411641702605,0.046580141323091705,2.3122730202875488,2.7672673438231645,VT
61763833,1999-07-05T23:45:56.530000Z,-165.97066666666666,54.14533333333333,3760.0,1.4,0.00031897063272778414,4.820717131474104,0.05615721082984996,-0.16848158694546497,2.0164020024294675,2.8281249775813557,VT
61765843,1999-08-31T07:22:26.990000Z,-165.94483333333332,54.134166666666665,3200.0,1.2,0.1148046280366097,7.649402390438247,0.2779816591798467,0.4020868400447839,2.515555101916041,2.509494159326031,VT
61781288,2000-05-06T01:09:46.440000Z,-166.03633333333335,54.158166666666666,8140.0,1.7,-0.2145307150911409,4.382470119521912,0.8153923071069032,0.24367747511638227,2.9031305433890244,2.114721487369955,LP
61780613,2000-06-16T09:28:29.710000Z,-165.92116666666666,54.13466666666667,3460.0,1.3,0.14920793336932614,6.4541832669322705,0.6514018183448601,0.3093843999985594,3.030070409161609,2.3149472915683176,VT
61781108,2000-06-30T08:55:30.540000Z,-165.9405,54.14033333333333,3060.0,1.3,-0.01512053587203137,5.856573705179284,0.09999263564871734,0.09151918547019058,2.083347492561943,2.7945810210400435,Uncertain
61779163,2000-07-12T13:09:35.930000Z,-165.92766666666665,54.1425,1250.0,1.2,-0.08864337358806068,4.900398406374502,0.7409268259333341,0.5187201765124043,2.8718702487083743,2.592606731665511,Uncertain
61786408,2001-01-04T11:23:00.220000Z,-165.96983333333333,54.156666666666666,3770.0,1.0,0.09029591186455187,6.613545816733068,0.8851625016592065,1.2611575934190857,3.258666946502672,4.621991232181986,VT
61846508,2001-01-23T16:39:16.050000Z,-165.96916666666667,54.14533333333333,3060.0,0.9,-0.06830576412545403,4.7410358565737045,0.3749161242377301,0.06202208924453686,2.291228647755,2.340697886690916,Uncertain
61546658,2002-05-09T00:33:36.930000Z,-165.99316666666667,54.1505,2160.0,0.2,-0.09045537380558191,4.780876494023905,0.5581191962036524,0.4488814765297977,2.7472880339183634,2.5716638414585233,Uncertain
61558253,2002-05-31T17:50:18.460000Z,-166.03016666666667,54.14366666666667,2900.0,0.4,0.034967135584331746,5.697211155378486,0.5455828473795735,0.35686076879634826,2.3983389267818023,3.1616119964774643,VT
61559793,2002-06-06T23:55:16.140000Z,-165.95966666666666,54.08283333333333,7850.0,0.7,-0.09308637646426629,4.741035856573705,0.6624823746863299,0.6523979724821369,3.2714113294445877,3.6643218878415564,Uncertain
61559953,2002-06-07T19:51:18.280000Z,-165.92133333333334,54.13616666666667,5290.0,1.1,0.2731021004733753,8.486055776892432,0.4888288703123933,0.20934947099939133,2.3079560243289237,1.8945931102107103,VT
